"region","kön","utbildningsnivå","bakgrundsvariabel","år","Andel förvärvsarbetande (ny definition från och med 2019)"
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",48
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",47.5
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",45.5
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",43.2
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",46
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",48.8
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",52.2
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",52
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",52.5
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",53
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",49.7
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",50.7
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",68.2
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",69.8
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",69.1
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.1
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69.9
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.6
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",73.2
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",74.2
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",73.7
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.9
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",71.9
"Kronobergs län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",73
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",20.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",20.2
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",19.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",19.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",17.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",15.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",12
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",17.6
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",24.2
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",30.6
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",38.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",38.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",36.5
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",34.8
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",33.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",33.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",37.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",40
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",41
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",41.3
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",38.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",42.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",42.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",51.2
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",49.5
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",52
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",51.2
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",51.3
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",52.3
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",54.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",57.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",59.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",60.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",61.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",58.8
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",63.6
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",67.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",68.6
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",68.5
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.9
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",70.4
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",72.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",73.6
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",74
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",73.7
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",74.3
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",73.5
"Kalmar län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",74.8
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",30.2
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",31.9
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",30.5
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",26.2
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",22.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",18.6
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",13.5
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",23.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",35.9
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",40.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",49.8
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",52.2
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",43.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",44.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",44.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",46.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",48.3
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",50.6
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",50.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",49.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",48.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",53.7
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",52.5
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",63.2
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",54.9
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",57.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",56
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",56.3
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",59.3
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",61.5
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",65.3
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",66
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",68.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",67
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",65.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",71.6
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",69.8
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",71.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",69.8
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",71.9
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",71.7
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",73.9
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",74.4
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",75.5
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",74.8
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",75.1
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",73.6
"Kalmar län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",75.3
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",12.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",9.1
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",9.6
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",12.9
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",10.7
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",11.9
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",9.8
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",11.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",14.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",20.9
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",26.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",26.8
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",30.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",26
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",22.5
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",22
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",27.1
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",29.3
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",29.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",30
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",24.5
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",30.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",32.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",38.8
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",44.8
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",47.7
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",46.9
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",46.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",45.6
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",48
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",50.1
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",52.6
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",52.7
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",54.5
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",50.3
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",53.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",65.7
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",66.3
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",67.3
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",68.1
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69.2
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.6
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",72.8
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",72.6
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.7
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",73.5
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",73.4
"Kalmar län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",74.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",28.9
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",35.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",36.8
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",41.7
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",46.2
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",33.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",24.7
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",26.7
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",28.1
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",27
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",35.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",34.1
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",39.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",40.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",41
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",37.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",51.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",53.8
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",53.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",54.2
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",49.8
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",47.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",47.5
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",54.7
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",56.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",52.4
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",54.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",52.1
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",52
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",59.6
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",62
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",64.2
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",65.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",62.1
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",60.9
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",64.4
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",65.5
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",65.7
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",68.1
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",68.5
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",70.5
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",72.2
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",72.5
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",71.3
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",70.8
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",70
"Gotlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",71.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",40.2
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",45.3
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",43.8
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",53
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",57.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",43.6
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",28.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",34.8
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",35.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",33.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",40.1
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",39.8
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",45
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",49.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",49.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",42.5
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",54.5
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",58.6
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",58.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",56.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",57
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",55.6
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",53.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",60.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",52
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",46.6
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",51.5
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",50.3
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",49.3
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",58.2
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",61.5
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",64.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",66.8
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",63.5
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",60.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",68.6
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",64
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",64.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",66.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69.1
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",66.3
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",68.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",69.9
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",68.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",68.4
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",67.7
"Gotlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",69.8
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",19
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",26.4
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",28.4
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",28.1
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",31.1
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",22.1
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",19.4
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",15.2
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",18.7
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",18.6
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",30.3
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",28.3
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",34.5
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",34
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",34
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",32.1
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",48.3
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",47.9
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",44.7
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",51.2
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",38.9
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",34.9
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",38.8
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",46.8
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",59.5
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",57.5
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",57.4
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",53.8
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",54.5
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",61
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",62.6
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",63.5
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",63.4
"Gotlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",60.5
